url,source_file,line,category,context
https://xaydungchinhsach.chinhphu.vn/quoc-hoi-da-thong-qua-luat-bao-ve-du-lieu-ca-nhan-119250626153701582.htm,docs/2026-08-21-danh-gia-toan-du-an.md,312,research_report,Nguồn: [xaydungchinhsach.chinhphu.vn](https://xaydungchinhsach.chinhphu.vn/quoc-hoi-da-thong-qua-luat-bao-ve-du-lieu-ca-nhan-119250626153701582.htm)
https://mps.gov.vn/chinh-sach-phap-luat/bai-viet/mot-so-quy-dinh-dang-chu-y-trong-luat-bao-ve-du-lieu-ca-nhan-2025-1753847906,docs/2026-08-21-danh-gia-toan-du-an.md,335,research_report,([mps.gov.vn](https://mps.gov.vn/chinh-sach-phap-luat/bai-viet/mot-so-quy-dinh-dang-chu-y-trong-luat-bao-ve-du-lieu-ca-nhan-2025-1753847906))
https://baovinhlong.com.vn/xa-hoi/du-lich/202602/song-nuoc-miet-vuon-an-binh-giu-chan-du-khach-c180357/,docs/archive/bao_cao_chuyen_sau_dia_diem_le_hoi_van_hoa_vl_tv_bt.md,54,research_report,- **Nguồn corpus:** [Báo Vĩnh Long](https://baovinhlong.com.vn/xa-hoi/du-lich/202602/song-nuoc-miet-vuon-an-binh-giu-chan-du-khach-c180357/); **nguồn bổ sung:** [nguồn chính thống/tham khảo](https://vinhlong.gov.vn/du-khach/%C4%91iem-du-lich)
https://vinhlong.gov.vn/du-khach/%C4%91iem-du-lich,docs/archive/bao_cao_chuyen_sau_dia_diem_le_hoi_van_hoa_vl_tv_bt.md,54,research_report,- **Nguồn corpus:** [Báo Vĩnh Long](https://baovinhlong.com.vn/xa-hoi/du-lich/202602/song-nuoc-miet-vuon-an-binh-giu-chan-du-khach-c180357/); **nguồn bổ sung:** [nguồn chính thống/tham khảo](https://vinhlong.gov.vn/du-khach/%C4%91iem-du-lich)
https://baovinhlong.com.vn/phong-su-ky-su/202604/phat-trien-san-pham-du-lich-dac-thu-tu-lang-nghe-gach-gom-7f54c8b/,docs/archive/bao_cao_chuyen_sau_dia_diem_le_hoi_van_hoa_vl_tv_bt.md,64,research_report,- **Nguồn corpus:** [Báo Vĩnh Long](https://baovinhlong.com.vn/phong-su-ky-su/202604/phat-trien-san-pham-du-lich-dac-thu-tu-lang-nghe-gach-gom-7f54c8b/); **nguồn bổ sung:** [nguồn chính thống/tham khảo](https://vinhlong.gov.vn/du-khach/di-tich-lich-su)
https://vinhlong.gov.vn/du-khach/di-tich-lich-su,docs/archive/bao_cao_chuyen_sau_dia_diem_le_hoi_van_hoa_vl_tv_bt.md,64,research_report,- **Nguồn corpus:** [Báo Vĩnh Long](https://baovinhlong.com.vn/phong-su-ky-su/202604/phat-trien-san-pham-du-lich-dac-thu-tu-lang-nghe-gach-gom-7f54c8b/); **nguồn bổ sung:** [nguồn chính thống/tham khảo](https://vinhlong.gov.vn/du-khach/di-tich-lich-su)
https://baovinhlong.com.vn/van-hoa-giai-tri/202603/le-xuan-dinh-net-dep-van-hoa-tai-di-tich-van-thanh-mieu-2023470/,docs/archive/bao_cao_chuyen_sau_dia_diem_le_hoi_van_hoa_vl_tv_bt.md,74,research_report,- **Nguồn corpus:** [Báo Vĩnh Long](https://baovinhlong.com.vn/van-hoa-giai-tri/202603/le-xuan-dinh-net-dep-van-hoa-tai-di-tich-van-thanh-mieu-2023470/); **nguồn bổ sung:** [nguồn chính thống/tham khảo](https://vinhlong.gov.vn/du-khach/di-tich-lich-su)
https://vinhlong.gov.vn/du-khach/di-tich-lich-su,docs/archive/bao_cao_chuyen_sau_dia_diem_le_hoi_van_hoa_vl_tv_bt.md,74,research_report,- **Nguồn corpus:** [Báo Vĩnh Long](https://baovinhlong.com.vn/van-hoa-giai-tri/202603/le-xuan-dinh-net-dep-van-hoa-tai-di-tich-van-thanh-mieu-2023470/); **nguồn bổ sung:** [nguồn chính thống/tham khảo](https://vinhlong.gov.vn/du-khach/di-tich-lich-su)
https://baovinhlong.com.vn/van-hoa-giai-tri/202601/to-chuc-dat-cay-uoc-nguyen-tai-lang-ong-4d140e2/,docs/archive/bao_cao_chuyen_sau_dia_diem_le_hoi_van_hoa_vl_tv_bt.md,84,research_report,- **Nguồn corpus:** [Báo Vĩnh Long](https://baovinhlong.com.vn/van-hoa-giai-tri/202601/to-chuc-dat-cay-uoc-nguyen-tai-lang-ong-4d140e2/); **nguồn bổ sung:** [nguồn chính thống/tham khảo](https://vinhlong.gov.vn/LinkClick.aspx?fileticket=6imoU-cmqnY%3D&mid=10814&portalid=0&tabid=63)
https://vinhlong.gov.vn/LinkClick.aspx?fileticket=6imoU-cmqnY%3D&mid=10814&portalid=0&tabid=63,docs/archive/bao_cao_chuyen_sau_dia_diem_le_hoi_van_hoa_vl_tv_bt.md,84,research_report,- **Nguồn corpus:** [Báo Vĩnh Long](https://baovinhlong.com.vn/van-hoa-giai-tri/202601/to-chuc-dat-cay-uoc-nguyen-tai-lang-ong-4d140e2/); **nguồn bổ sung:** [nguồn chính thống/tham khảo](https://vinhlong.gov.vn/LinkClick.aspx?fileticket=6imoU-cmqnY%3D&mid=10814&portalid=0&tabid=63)
https://baovinhlong.com.vn/xa-hoi/du-lich/202603/diem-nhan-hap-dan-du-lich-duong-thuy-28331ea/,docs/archive/bao_cao_chuyen_sau_dia_diem_le_hoi_van_hoa_vl_tv_bt.md,94,research_report,- **Nguồn corpus:** [Báo Vĩnh Long](https://baovinhlong.com.vn/xa-hoi/du-lich/202603/diem-nhan-hap-dan-du-lich-duong-thuy-28331ea/)
https://baovinhlong.com.vn/phong-su-anh/202602/thang-canh-ao-ba-om-thu-hut-khach-du-xuan-3db0b58/,docs/archive/bao_cao_chuyen_sau_dia_diem_le_hoi_van_hoa_vl_tv_bt.md,104,research_report,- **Nguồn corpus:** [Báo Vĩnh Long](https://baovinhlong.com.vn/phong-su-anh/202602/thang-canh-ao-ba-om-thu-hut-khach-du-xuan-3db0b58/); **nguồn bổ sung:** [nguồn chính thống/tham khảo](https://vietnamtourism.gov.vn/post/60328)
https://vietnamtourism.gov.vn/post/60328,docs/archive/bao_cao_chuyen_sau_dia_diem_le_hoi_van_hoa_vl_tv_bt.md,104,research_report,- **Nguồn corpus:** [Báo Vĩnh Long](https://baovinhlong.com.vn/phong-su-anh/202602/thang-canh-ao-ba-om-thu-hut-khach-du-xuan-3db0b58/); **nguồn bổ sung:** [nguồn chính thống/tham khảo](https://vietnamtourism.gov.vn/post/60328)
https://baovinhlong.com.vn/phong-su-anh/202606/chum-anh-ngam-dan-co-trang-tao-hinh-song-dong-o-chua-hang-24a6cff/,docs/archive/bao_cao_chuyen_sau_dia_diem_le_hoi_van_hoa_vl_tv_bt.md,114,research_report,- **Nguồn corpus:** [Báo Vĩnh Long](https://baovinhlong.com.vn/phong-su-anh/202606/chum-anh-ngam-dan-co-trang-tao-hinh-song-dong-o-chua-hang-24a6cff/); **nguồn bổ sung:** [nguồn chính thống/tham khảo](https://vinhlong.gov.vn/du-khach/di-tich-lich-su)
https://vinhlong.gov.vn/du-khach/di-tich-lich-su,docs/archive/bao_cao_chuyen_sau_dia_diem_le_hoi_van_hoa_vl_tv_bt.md,114,research_report,- **Nguồn corpus:** [Báo Vĩnh Long](https://baovinhlong.com.vn/phong-su-anh/202606/chum-anh-ngam-dan-co-trang-tao-hinh-song-dong-o-chua-hang-24a6cff/); **nguồn bổ sung:** [nguồn chính thống/tham khảo](https://vinhlong.gov.vn/du-khach/di-tich-lich-su)
https://baovinhlong.com.vn/van-hoa-giai-tri/202605/hang-may-anh-canon-chon-bien-ba-dong-to-chuc-hoi-thaochia-se-ve-kien-thuc-nhiep-anh-d191781/,docs/archive/bao_cao_chuyen_sau_dia_diem_le_hoi_van_hoa_vl_tv_bt.md,124,research_report,- **Nguồn corpus:** [Báo Vĩnh Long](https://baovinhlong.com.vn/van-hoa-giai-tri/202605/hang-may-anh-canon-chon-bien-ba-dong-to-chuc-hoi-thaochia-se-ve-kien-thuc-nhiep-anh-d191781/); **nguồn bổ sung:** [nguồn chính thống/tham khảo](https://vietnamtourism.gov.vn/post/38054)
https://vietnamtourism.gov.vn/post/38054,docs/archive/bao_cao_chuyen_sau_dia_diem_le_hoi_van_hoa_vl_tv_bt.md,124,research_report,- **Nguồn corpus:** [Báo Vĩnh Long](https://baovinhlong.com.vn/van-hoa-giai-tri/202605/hang-may-anh-canon-chon-bien-ba-dong-to-chuc-hoi-thaochia-se-ve-kien-thuc-nhiep-anh-d191781/); **nguồn bổ sung:** [nguồn chính thống/tham khảo](https://vietnamtourism.gov.vn/post/38054)
https://baovinhlong.com.vn/xa-hoi/du-lich/202512/cong-nhan-bao-tang-dua-sap-tra-vinh-diem-du-lich-tieu-bieu-dbscl-52d0937/,docs/archive/bao_cao_chuyen_sau_dia_diem_le_hoi_van_hoa_vl_tv_bt.md,134,research_report,- **Nguồn corpus:** [Báo Vĩnh Long](https://baovinhlong.com.vn/xa-hoi/du-lich/202512/cong-nhan-bao-tang-dua-sap-tra-vinh-diem-du-lich-tieu-bieu-dbscl-52d0937/); **nguồn bổ sung:** [nguồn chính thống/tham khảo](https://vinhlong.gov.vn/LinkClick.aspx?fileticket=xVhEJJDndl0%3D&mid=10814&portalid=0&tabid=63)
https://vinhlong.gov.vn/LinkClick.aspx?fileticket=xVhEJJDndl0%3D&mid=10814&portalid=0&tabid=63,docs/archive/bao_cao_chuyen_sau_dia_diem_le_hoi_van_hoa_vl_tv_bt.md,134,research_report,- **Nguồn corpus:** [Báo Vĩnh Long](https://baovinhlong.com.vn/xa-hoi/du-lich/202512/cong-nhan-bao-tang-dua-sap-tra-vinh-diem-du-lich-tieu-bieu-dbscl-52d0937/); **nguồn bổ sung:** [nguồn chính thống/tham khảo](https://vinhlong.gov.vn/LinkClick.aspx?fileticket=xVhEJJDndl0%3D&mid=10814&portalid=0&tabid=63)
https://baovinhlong.com.vn/phong-su-anh/202511/dac-sac-dem-hoi-ok-om-bok-4aa14cb/,docs/archive/bao_cao_chuyen_sau_dia_diem_le_hoi_van_hoa_vl_tv_bt.md,144,research_report,- **Nguồn corpus:** [Báo Vĩnh Long](https://baovinhlong.com.vn/phong-su-anh/202511/dac-sac-dem-hoi-ok-om-bok-4aa14cb/); **nguồn bổ sung:** [nguồn chính thống/tham khảo](https://vietnamtourism.gov.vn/post/15419)
https://vietnamtourism.gov.vn/post/15419,docs/archive/bao_cao_chuyen_sau_dia_diem_le_hoi_van_hoa_vl_tv_bt.md,144,research_report,- **Nguồn corpus:** [Báo Vĩnh Long](https://baovinhlong.com.vn/phong-su-anh/202511/dac-sac-dem-hoi-ok-om-bok-4aa14cb/); **nguồn bổ sung:** [nguồn chính thống/tham khảo](https://vietnamtourism.gov.vn/post/15419)
https://baovinhlong.com.vn/phong-su-anh/202603/di-san-van-hoa-phi-vat-the-quoc-gia-le-hoi-nguyen-tieu-b955ae0/,docs/archive/bao_cao_chuyen_sau_dia_diem_le_hoi_van_hoa_vl_tv_bt.md,154,research_report,- **Nguồn corpus:** [Báo Vĩnh Long](https://baovinhlong.com.vn/phong-su-anh/202603/di-san-van-hoa-phi-vat-the-quoc-gia-le-hoi-nguyen-tieu-b955ae0/); **nguồn bổ sung:** [nguồn chính thống/tham khảo](https://vinhlong.gov.vn/du-khach/di-tich-lich-su)
https://vinhlong.gov.vn/du-khach/di-tich-lich-su,docs/archive/bao_cao_chuyen_sau_dia_diem_le_hoi_van_hoa_vl_tv_bt.md,154,research_report,- **Nguồn corpus:** [Báo Vĩnh Long](https://baovinhlong.com.vn/phong-su-anh/202603/di-san-van-hoa-phi-vat-the-quoc-gia-le-hoi-nguyen-tieu-b955ae0/); **nguồn bổ sung:** [nguồn chính thống/tham khảo](https://vinhlong.gov.vn/du-khach/di-tich-lich-su)
https://baovinhlong.com.vn/xa-hoi/202509/khai-mac-tuan-le-vu-lan-thang-hoi-tai-xa-cau-ke-f3306db/,docs/archive/bao_cao_chuyen_sau_dia_diem_le_hoi_van_hoa_vl_tv_bt.md,164,research_report,- **Nguồn corpus:** [Báo Vĩnh Long](https://baovinhlong.com.vn/xa-hoi/202509/khai-mac-tuan-le-vu-lan-thang-hoi-tai-xa-cau-ke-f3306db/)
https://baovinhlong.com.vn/xa-hoi/du-lich/202604/ra-mat-chi-hoi-du-lich-xa-phu-tuc-d5b32f7/,docs/archive/bao_cao_chuyen_sau_dia_diem_le_hoi_van_hoa_vl_tv_bt.md,174,research_report,- **Nguồn corpus:** [Báo Vĩnh Long](https://baovinhlong.com.vn/xa-hoi/du-lich/202604/ra-mat-chi-hoi-du-lich-xa-phu-tuc-d5b32f7/); **nguồn bổ sung:** [nguồn chính thống/tham khảo](https://vietnamtourism.vn/index.php/tourism/items/1655)
https://vietnamtourism.vn/index.php/tourism/items/1655,docs/archive/bao_cao_chuyen_sau_dia_diem_le_hoi_van_hoa_vl_tv_bt.md,174,research_report,- **Nguồn corpus:** [Báo Vĩnh Long](https://baovinhlong.com.vn/xa-hoi/du-lich/202604/ra-mat-chi-hoi-du-lich-xa-phu-tuc-d5b32f7/); **nguồn bổ sung:** [nguồn chính thống/tham khảo](https://vietnamtourism.vn/index.php/tourism/items/1655)
https://baovinhlong.com.vn/xa-hoi/du-lich/202604/phu-tuc-khai-thac-loi-the-tiem-nang-du-lich-xanh-24909d2/,docs/archive/bao_cao_chuyen_sau_dia_diem_le_hoi_van_hoa_vl_tv_bt.md,184,research_report,- **Nguồn corpus:** [Báo Vĩnh Long](https://baovinhlong.com.vn/xa-hoi/du-lich/202604/phu-tuc-khai-thac-loi-the-tiem-nang-du-lich-xanh-24909d2/)
https://baovinhlong.com.vn/van-hoa-giai-tri/202604/ra-mat-xom-nghe-lan-vuong-phuc-vu-du-khach-trai-nghiem-dip-le-304-va-15-c942616/,docs/archive/bao_cao_chuyen_sau_dia_diem_le_hoi_van_hoa_vl_tv_bt.md,194,research_report,- **Nguồn corpus:** [Báo Vĩnh Long](https://baovinhlong.com.vn/van-hoa-giai-tri/202604/ra-mat-xom-nghe-lan-vuong-phuc-vu-du-khach-trai-nghiem-dip-le-304-va-15-c942616/)
https://baovinhlong.com.vn/xa-hoi/202510/kien-tao-khong-gian-dac-trung-lang-van-hoa-du-lich-cho-lach-33703b3/,docs/archive/bao_cao_chuyen_sau_dia_diem_le_hoi_van_hoa_vl_tv_bt.md,204,research_report,- **Nguồn corpus:** [Báo Vĩnh Long](https://baovinhlong.com.vn/xa-hoi/202510/kien-tao-khong-gian-dac-trung-lang-van-hoa-du-lich-cho-lach-33703b3/); **nguồn bổ sung:** [nguồn chính thống/tham khảo](https://vietnamtourism.gov.vn/post/45347)
https://vietnamtourism.gov.vn/post/45347,docs/archive/bao_cao_chuyen_sau_dia_diem_le_hoi_van_hoa_vl_tv_bt.md,204,research_report,- **Nguồn corpus:** [Báo Vĩnh Long](https://baovinhlong.com.vn/xa-hoi/202510/kien-tao-khong-gian-dac-trung-lang-van-hoa-du-lich-cho-lach-33703b3/); **nguồn bổ sung:** [nguồn chính thống/tham khảo](https://vietnamtourism.gov.vn/post/45347)
https://baovinhlong.com.vn/kinh-te/thuong-mai-dich-vu/202606/khai-mac-tuan-le-van-hoa-du-lich-am-thuc-banh-dan-gian-nam-bo-vi-ngon-xu-dua-phuong-an-hoi-ce310af/,docs/archive/bao_cao_chuyen_sau_dia_diem_le_hoi_van_hoa_vl_tv_bt.md,214,research_report,- **Nguồn corpus:** [Báo Vĩnh Long](https://baovinhlong.com.vn/kinh-te/thuong-mai-dich-vu/202606/khai-mac-tuan-le-van-hoa-du-lich-am-thuc-banh-dan-gian-nam-bo-vi-ngon-xu-dua-phuong-an-hoi-ce310af/); **nguồn bổ sung:** [nguồn chính thống/tham khảo](https://vietnamtourism.gov.vn/post/62273)
https://vietnamtourism.gov.vn/post/62273,docs/archive/bao_cao_chuyen_sau_dia_diem_le_hoi_van_hoa_vl_tv_bt.md,214,research_report,- **Nguồn corpus:** [Báo Vĩnh Long](https://baovinhlong.com.vn/kinh-te/thuong-mai-dich-vu/202606/khai-mac-tuan-le-van-hoa-du-lich-am-thuc-banh-dan-gian-nam-bo-vi-ngon-xu-dua-phuong-an-hoi-ce310af/); **nguồn bổ sung:** [nguồn chính thống/tham khảo](https://vietnamtourism.gov.vn/post/62273)
https://baovinhlong.com.vn/van-hoa-giai-tri/202604/he-soi-dong-voi-canh-dong-dieu-o-ba-tri-242433c/,docs/archive/bao_cao_chuyen_sau_dia_diem_le_hoi_van_hoa_vl_tv_bt.md,224,research_report,- **Nguồn corpus:** [Báo Vĩnh Long](https://baovinhlong.com.vn/van-hoa-giai-tri/202604/he-soi-dong-voi-canh-dong-dieu-o-ba-tri-242433c/)
https://vinhlong.gov.vn/du-khach/di-tich-lich-su,docs/archive/bao_cao_chuyen_sau_dia_diem_le_hoi_van_hoa_vl_tv_bt.md,234,research_report,- **Nguồn corpus:** Không có một bài đơn lẻ; tổng hợp từ corpus 194 bài.; **nguồn bổ sung:** [nguồn chính thống/tham khảo](https://vinhlong.gov.vn/du-khach/di-tich-lich-su)
https://baovinhlong.com.vn/van-hoa-giai-tri/202512/50-hoc-vien-du-tap-huan-bao-ton-phat-huy-gia-tri-nghe-thuat-mua-ro-bam-gan-voi-phat-trien-du-lich-f4b2c97/,docs/archive/bao_cao_chuyen_sau_dia_diem_le_hoi_van_hoa_vl_tv_bt.md,244,research_report,- **Nguồn corpus:** [Báo Vĩnh Long](https://baovinhlong.com.vn/van-hoa-giai-tri/202512/50-hoc-vien-du-tap-huan-bao-ton-phat-huy-gia-tri-nghe-thuat-mua-ro-bam-gan-voi-phat-trien-du-lich-f4b2c97/); **nguồn bổ sung:** [nguồn chính thống/tham khảo](https://vinhlong.gov.vn/du-khach/le-hoi-truyen-thong)
